	954.0
perempuanlah	1.0
wkkakaka	1.0
mohon	88.0
nayanya	1.0
sehhh	1.0
ka	39.0
kb	4.0
kc	1.0
kd	3.0
ke	1971.0
kg	43.0
kh	142.0
ki	19.0
kk	12.0
kl	824.0
km	392.0
kn	161.0
bw2suku	1.0
ko	396.0
kp	2.0
kq	9.0
kr	12.0
jakala	1.0
baaaattt	1.0
ks	4.0
mengikrarkan	1.0
kt	90.0
tebak	11.0
ku	173.0
nobel	5.0
kw	50.0
situa	6.0
ky	149.0
tebal	18.0
maudidialokan	1.0
melepas	2.0
difotocopy	1.0
la	89.0
berhasil	61.0
lb	1.0
lc	1.0
le	34.0
situs	10.0
aqua2	2.0
lg	1177.0
sehir	1.0
lh	65.0
li	12.0
gemeske	1.0
mesuuum	1.0
dicari	41.0
ll	5.0
nyantri	1.0
lm	3.0
taakkk	1.0
jokowers	4.0
ln	5.0
lo	2043.0
lp	31.0
lt	4.0
lu	2031.0
konstitusi	92.0
seniman2	2.0
lv	2.0
panti	3.0
komonis	3.0
lw	23.0
khpnghucu	1.0
ryamizard	3.0
sehat	233.0
ly	1.0
berorientasi	1.0
hahagaaaaa	1.0
kloval	1.0
jakata	4.0
ting2	2.0
tiner	1.0
ma	568.0
dunkz	1.0
penghuni2	1.0
mb	4.0
mc	6.0
pante	2.0
md	21.0
me	44.0
mf	21.0
mg	5.0
mh	10.0
berpijaklah	1.0
trillyunan	1.0
mi	9.0
mk	53.0
ml	11.0
berlisan	1.0
mm	7.0
mn	72.0
o0	1.0
mo	187.0
sehbs	1.0
israle	1.0
mr	61.0
ms	25.0
k0ntol	10.0
mt	13.0
norraa	1.0
mu	589.0
mw	90.0
mangkanyeee	1.0
my	19.0
boncos	1.0
mz	7.0
aaahaa	1.0
tingi	1.0
sukubangsa	1.0
na	40.0
alamidah	1.0
nb	5.0
renov	1.0
dibimbing	1.0
nd	2.0
ne	66.0
noble	2.0
ng	117.0
hadisnya	3.0
nh	18.0
ni	624.0
nk	2.0
nm	28.0
nn	5.0
p0	1.0
no	1372.0
p1	1.0
np	4.0
p2	1.0
p3	7.0
nr	4.0
p4	1.0
ns	1.0
nt	99.0
nu	660.0
bcot	3.0
nw	2.0
nx	1.0
ny	286.0
nyaaaaaaaa	1.0
genderang	7.0
keliahatan	2.0
ob	8.0
dilalukan	1.0
oc	50.0
od	4.0
hooooooiiiiiii	1.0
jakara	2.0
oe	7.0
of	204.0
ideologi	13.0
og	4.0
oh	205.0
oi	13.0
oj	3.0
ok	271.0
ol	3.0
om	475.0
on	64.0
oo	16.0
yosodiningrat	1.0
or	45.0
os	2.0
ou	3.0
ow	19.0
gileees	1.0
rabbl	1.0
oy	5.0
tersisa	2.0
rabbi	1.0
pa	359.0
gantikan	8.0
bisulnya	1.0
ualangi	1.0
hancurkaaaaaaannnnnnnn	1.0
pb	7.0
pc	1.0
pd	541.0
pe	22.0
tampilannya	1.0
kampus	9.0
pg	2.0
ph	12.0
ideolofi	1.0
pi	1.0
gileeee	4.0
pk	205.0
pl	2.0
alkitabnya	2.0
pn	4.0
r1	7.0
po	11.0
pp	37.0
r2	4.0
pr	43.0
ps	5.0
choli	2.0
pt	12.0
pu	9.0
pw	3.0
kekejaman	1.0
px	4.0
py	17.0
pemimpen	1.0
mbang	3.0
terbelah	3.0
terdpn	1.0
sudarmo	1.0
qk	1.0
berintegritas	3.0
qm	9.0
mendukunkmu	1.0
timpa	3.0
bcra	9.0
qo	8.0
s1	2.0
s2	2.0
komponen	1.0
s3	4.0
qq	2.0
pemukulan	8.0
qs	13.0
yangakap	1.0
amiit	1.0
qt	41.0
s7	30.0
qu	11.0
qw	8.0
amiin	59.0
amiir	1.0
choki	2.0
seorng	7.0
kotek	1.0
ra	39.0
sjalan	1.0
rb	21.0
re	1.0
lanjoooot	1.0
rg	1.0
ri	130.0
rj	1.0
rk	1.0
rm	2.0
rn	1.0
ro	6.0
rp	29.0
rr	6.0
t4	5.0
rs	27.0
rt	60.0
premam	1.0
preman	189.0
ru	1.0
rw	61.0
presuden	1.0
ry	1.0
chong	1.0
rz	1.0
rooney	2.0
jenset	1.0
sa	20.0
sc	1.0
sd	87.0
se	162.0
be6o	1.0
ditegakan	4.0
sg	1.0
sh	7.0
si	2340.0
lagian	83.0
oiya	3.0
sj	279.0
sk	33.0
sl	2.0
mncaci	4.0
sm	660.0
sn	15.0
so	88.0
harafkan	1.0
sp	62.0
sq	1.0
siarin	4.0
istiqimah	1.0
manfus	1.0
st	2.0
su	51.0
decision	1.0
sw	3.0
dehhhh	8.0
sx	5.0
nsmanya	1.0
sy	621.0
sz	1.0
elohh	1.0
salaah	1.0
ta	50.0
emosisnya	1.0
tb	4.0
tc	2.0
rijiiik	2.0
srmua	8.0
td	30.0
te	4.0
tf	1.0
tg	7.0
th	106.0
ti	41.0
tk	63.0
tl	2.0
dtegur	1.0
tm	1.0
tn	1.0
to	162.0
tp	1340.0
membahagiakan	2.0
nabawiyah	1.0
tq	19.0
tr	10.0
ts	3.0
tekanan2	1.0
trget	1.0
celakalah	2.0
tt	1.0
tu	728.0
sapinya	1.0
tv	260.0
tw	45.0
tx	1.0
sissy	1.0
prangkat	1.0
sikancrit	1.0
ua	3.0
pemimpim	5.0
sista	1.0
pemimpin	1097.0
uc	1.0
ud	134.0
jabgan	2.0
lebayy	5.0
uf	5.0
ug	18.0
berkeluh	1.0
terdlm	1.0
uh	6.0
melacur	2.0
orgies	1.0
ui	3.0
diutarakan	1.0
lakukn	1.0
ul	3.0
um	1.0
un	7.0
dijudge	2.0
up	36.0
us	25.0
ut	14.0
uu	157.0
kalaubitu	2.0
va	1.0
amien	74.0
nazir	1.0
hukumannya	12.0
nazis	3.0
penggusur	2.0
bcus	1.0
dididik	3.0
vi	1.0
pntas	4.0
pntat	4.0
diserahkan	7.0
pntar	4.0
x2	1.0
x3	1.0
vr	1.0
vs	50.0
vw	3.0
pengetahuannya	2.0
berkhusnudzon	1.0
remuk	3.0
dicermati	2.0
supremasi	5.0
kebocoran	10.0
wa	9.0
wb	2.0
wc	15.0
we	26.0
kakapnya	1.0
menyangkut	17.0
lakuin	18.0
utkenentukan	1.0
prmbohongan	1.0
wi	10.0
wk	180.0
wn	4.0
wo	46.0
wr	3.0
ws	7.0
pekerti	5.0
siswa	3.0
wy	1.0
kandangi	1.0
siswi	1.0
xd	1.0
xg	4.0
timor	6.0
ofang	1.0
xh	2.0
xi	6.0
rizak	1.0
xm	1.0
rizal	19.0
revolusiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii	1.0
spesial	2.0
sempati	1.0
xx	5.0
rizia	1.0
ya	5451.0
yb	3.0
koroyokan	1.0
yd	1.0
ye	159.0
yg	19169.0
yh	24.0
kelayakan	1.0
keburukan	22.0
yi	3.0
deluan	1.0
nyantei	1.0
malapetaka	10.0
yl	3.0
nusron2	2.0
larinya	6.0
ramalannya	1.0
yo	90.0
rahasia2an	1.0
yp	1.0
snang	1.0
yq	3.0
yr	3.0
ys	5.0
ditertipkan	2.0
yu	15.0
yv	8.0
yy	3.0
plasmacluster	1.0
haellow	1.0
za	10.0
londo	4.0
zm	1.0
ngeluaran	1.0
zo	1.0
pntes	1.0
nggarong	4.0
zu	1.0
kacung2	2.0
pnter	2.0
zx	1.0
pntg2	1.0
biadabnya	2.0
zz	3.0
berlindung	42.0
yusub	1.0
masayarat	1.0
yusuf	18.0
penganggur	1.0
omonganya	13.0
yusup	5.0
memlih	1.0
nusronn	2.0
injilmu	1.0
fpii	1.0
panglimaku	1.0
tetengga	1.0
seaqidah	2.0
gravitasi	1.0
kotor	172.0
bersukur	2.0
rizek	13.0
kotok	1.0
choel	4.0
nusroon	1.0
rizeq	5.0
ngrendahin	1.0
deliknya	1.0
kjelasnya	1.0
spesies	2.0
rizeg	1.0
haduuuuh	2.0
politisir	3.0
panda	1.0
pande	3.0
pertandingan	5.0
gpnya	1.0
panasssss	1.0
panco	2.0
udzan	1.0
panci	38.0
bancisensi	1.0
pekerja	15.0
timur	59.0
terngkap	1.0
rizky	11.0
airmata	1.0
panutannya	5.0
dretan	1.0
rizkq	9.0
moktar	1.0
pancung	10.0
pemgecut	3.0
rizki	4.0
bdak	1.0
menipis	3.0
rembug	1.0
suaranya	34.0
rembuk	1.0
adoel	3.0
gentlement	3.0
yaaahh	2.0
panas	136.0
liahat	1.0
alahuakbar	1.0
panah	4.0
panggilannya	1.0
jozzz	2.0
gagahnya	1.0
dimyanmar	1.0
panca	14.0
lebbey	1.0
gegara	5.0
sengaja	84.0
kesalahannja	1.0
marruf	1.0
rizix	2.0
rembut	1.0
hizkia	1.0
riziq	261.0
ojek	10.0
becanda	3.0
bumbuhi	1.0
rizig	15.0
kjjuranya	2.0
rizik	247.0
memakmurkan	1.0
ilfeel	1.0
mncari	7.0
kakekane	1.0
wuwakakakakak	1.0
sekda	3.0
daripada	205.0
virgin	1.0
huffff	2.0
nggomongnya	1.0
lapak2	1.0
kakekamu	1.0
tetangganya	1.0
kopasus	1.0
xdan	1.0
banteiiii	1.0
mnyusup	2.0
prajurit	11.0
abesss	1.0
barang2	3.0
benerrrr	2.0
glenn	2.0
musnah2	1.0
diregistrasi	1.0
sekel	1.0
seken	1.0
seratus	8.0
wuiihh	1.0
brbobot	1.0
mngnai	1.0
petugas	19.0
pembantu	21.0
jorokkkkk	2.0
dibyar	1.0
diemlah	1.0
lebaga	2.0
pangkalan	2.0
awalll	3.0
sygkan	2.0
yulianto	1.0
votting	1.0
kesalhan	1.0
ngungkap	1.0
hokyau	1.0
pengikutbya	1.0
pemimpi	6.0
jengkel	12.0
dnaikin	1.0
jokodoker	1.0
berhalusinasi	2.0
lahknat	1.0
kadung	2.0
pemimpn	2.0
sumberwaras	2.0
penikmat	2.0
memutarkan	2.0
lebaik	1.0
lapaaar	1.0
terjun2	1.0
pengkutnya	1.0
rusulullah	1.0
imitasi	11.0
nurwhid	2.0
brikan	2.0
sjarah	4.0
dibacanya	4.0
reporrt	1.0
jawablah	1.0
tercinta	44.0
babibqu	1.0
sekam	4.0
ojok	5.0
sekai	4.0
umatya	2.0
ehem2	1.0
sekat	2.0
mbela	6.0
bdil	1.0
mengkotak	1.0
babibul	1.0
ditlpn	1.0
posisi	4.0
mbelo	1.0
ktemu	11.0
kebajikan	7.0
hubungkan	1.0
berhayal	4.0
bdhl	1.0
lcehkan	1.0
typikal	1.0
mengitnah	1.0
menekankan	1.0
momennya	1.0
omkosnya	1.0
manfar	1.0
menilih	1.0
enggakah	1.0
blebotan	1.0
ahoker2	2.0
diexpose	2.0
siiiiip	6.0
prisiden	1.0
sekli	1.0
astaqfirlloooh	1.0
terjdi	1.0
bernilai	2.0
bngunan	1.0
aktifitas	7.0
ditangkap	68.0
moksa	1.0
pemimim	1.0
masklar	1.0
hansip	12.0
cuwitan	1.0
ahokera	4.0
jenput	1.0
sontoloyooo	1.0
ahokerr	8.0
ahokers	220.0
ponpesnya	1.0
maksiathalalll	1.0
nyampahin	1.0
mengeluuuuh	1.0
consolean	1.0
hariraya	2.0
pekerjanya	2.0
ehehe	1.0
muatek	1.0
jiaaaaaahhhh	2.0
ehehm	1.0
duiiiiit	1.0
22222	1.0
penggorengan	2.0
lebar2	4.0
marris	2.0
terjual	1.0
lindungi	40.0
marrin	1.0
soudzon	1.0
sekot	1.0
aaamin	2.0
trlarang	1.0
aaamit	1.0
aamin3xyra	1.0
diakusisi	26.0
ucapanmu	9.0
ahokets	1.0
tabloid	2.0
perlindubgan	1.0
saleng	2.0
mberi	3.0
sesepuhnya	1.0
farisi	3.0
reproduksi	1.0
tampangya	1.0
mndunia	1.0
faritz	1.0
ditangkep	11.0
tolooooooooolll	1.0
kemanakan	3.0
senengnya	3.0
ciptaan	49.0
kapirrrr	2.0
lebarn	1.0
skalan	1.0
didasternya	1.0
berkerja	2.0
adegan	5.0
memksa	1.0
lahirnya	3.0
bisulan	2.0
musholla	2.0
kempret	1.0
kindisi	1.0
menggoyahkan	2.0
muatan	11.0
dklecehkan	1.0
maeenkan	1.0
wowwwww	1.0
vatikanya	1.0
tandanya	14.0
uudnya	2.0
berpokitik	1.0
mencintai	6.0
biografi	1.0
berkuasanya	2.0
berteng	1.0
tuntutan	23.0
kartunya	3.0
tedjo	3.0
ruhutnya	1.0
bersodara	1.0
bertemu	38.0
diksih	1.0
keslahan	1.0
melemah	5.0
mnglami	2.0
oooaaalah	1.0
ngomentarin	6.0
pencmaran	1.0
durno	1.0
julukannya	3.0
aapasih	1.0
hapuskan	2.0
twitteran	1.0
bertele	6.0
kowlw	1.0
berjalan	56.0
vidio	13.0
lucuuuu	3.0
melahirkn	1.0
ramaiin	1.0
ckckckckck	7.0
bahlol	4.0
sepiring	2.0
sejuk	38.0
kapalan	1.0
pilkada	503.0
sejenisny	1.0
perusak	13.0
kapalak	1.0
pusing2	3.0
radja	1.0
kaitkan	5.0
beratasnama	1.0
manufer	1.0
polibag	1.0
fisabilillah	1.0
akbarrrrr	1.0
setetes	1.0
tipu2	6.0
pilkafa	1.0
religius	6.0
hahahahhaa	2.0
ilslam	1.0
lungsuran	1.0
selancar	1.0
videi	2.0
mokat	2.0
video	120.0
yakelaaah	1.0
sampaiyan	1.0
sndir	1.0
idolakan	1.0
muatin	1.0
kelabakan	4.0
siiiipp	1.0
ngelepasin	1.0
jiiikk	1.0
eaters	1.0
zuper	2.0
tipus	1.0
perdinan	1.0
chrol	5.0
tipuu	3.0
hadeeehhhh	3.0
heriansyah	1.0
hasbullah	1.0
kembarannya	2.0
manehh	1.0
ahaaayyyyyyyyyyyyyyyyyyyyy	1.0
terisi	1.0
mentaati	3.0
hooooak	1.0
radul	1.0
pkmahfud	1.0
terprovakasi	1.0
nfkah	2.0
keampuhan	1.0
memgambil	1.0
kabinetnya	1.0
injek2	3.0
2koper	4.0
muaakkkkkk	1.0
10thn	17.0
turunannya	4.0
jengkol	6.0
menkriminalisasi	2.0
kenceng	13.0
kampai	2.0
okee	3.0
okeh	4.0
dihubungkan	1.0
ckckckckkk	1.0
belajarlah	13.0
amiiiiiiin	1.0
waaaduuuuhh	1.0
berguguran	2.0
lupanya	1.0
kolosal	1.0
pengetauanya	1.0
hhehehe	2.0
dhzolim	1.0
bekingin	2.0
ngungkit	1.0
kesemparan	1.0
kebesarannya	2.0
madridog	4.0
telholet	2.0
fanatiklah	1.0
teduh	2.0
kampungan	3.0
20abat	1.0
bgtlah	1.0
swot	1.0
sopanan	3.0
biasaaaaa	1.0
akulah	2.0
lapang	10.0
revolusiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii	2.0
nyadarin	1.0
nasarakat	1.0
sweeeear	1.0
assabily	1.0
lapamg	1.0
bahlul	46.0
dipidanakan	3.0
beat	2.0
bear	1.0
kegiatan2	1.0
luikuti	1.0
bean	1.0
terdangka	1.0
okey	12.0
selengkapnya	1.0
bagus2in	1.0
wuiiih	2.0
2naik	1.0
kongkalikung	1.0
pemerinatah	1.0
nguntungin	2.0
lebaay	2.0
tauziah	2.0
kkkkk	5.0
krnnya	1.0
seteru	2.0
sainganya	1.0
beci	2.0
siwer	1.0
spekulasi	3.0
peenarrkara	1.0
faridz	7.0
duren	2.0
hyena	1.0
colong	2.0
lapake	1.0
samapai	1.0
memdukungmu	1.0
berpahala	1.0
kepadavhukum	1.0
sndri	46.0
ihklas	3.0
keinggris	1.0
trjwb	1.0
alllah	5.0
berpolilitik	1.0
cocooooot	1.0
beel	1.0
sejak	99.0
cuwem	1.0
okkk	2.0
beee	5.0
dimasyarakat	4.0
menjatuhi	1.0
beer	3.0
weleeeh	2.0
puihhh	1.0
tercecer	1.0
trpilihlah	1.0
tujuan	98.0
beda	326.0
ulamapun	2.0
trlepas	1.0
membolak	5.0
ditaruh	5.0
begp	1.0
bego	431.0
orangnyaaa	1.0
dikementrian	2.0
bakarrrr	1.0
k0nt0l	3.0
menimpa	8.0
beha	1.0
berbcara	1.0
nodai	1.0
ngopinya	1.0
ditmur	1.0
galak2	1.0
dianggl	1.0
preaidennya	1.0
alesanx	1.0
weleehh	1.0
diangap	2.0
galang	14.0
okoc	3.0
krjaan	4.0
ketularan	10.0
utuhnya	2.0
ndobol2	1.0
nongol	65.0
sdangkan	4.0
reply	3.0
njatuhkan	1.0
bertukar	1.0
behh	1.0
ikutbaturan	1.0
adehhh	2.0
beib	3.0
pencitaan	1.0
tamanan	2.0
nikahi	4.0
perannya	1.0
ajirinnya	1.0
beko	1.0
pembantaian	6.0
bela	666.0
mengeluhnya	1.0
berartidongok	1.0
tipe2	1.0
merajalela	35.0
seharisnya	1.0
bejo	3.0
kesempatan	69.0
kartunin	1.0
superpower	2.0
ytakut	1.0
menjatuhkan	65.0
kejujurandan	1.0
kiyahi	1.0
berkumpul	3.0
jawabkan	1.0
sejah	1.0
streeesss	1.0
babiiiiiiii	1.0
hahahahahhahahhahahahahahhaaa	1.0
raden	7.0
bemo	1.0
ngumbah	1.0
perobahan	7.0
beni	2.0
konflik	24.0
jejeli	1.0
motogp	3.0
bene	3.0
bend	1.0
sebrang	4.0
kegereja	1.0
kowar	1.0
dendamnya	5.0
istiqisah	1.0
memudahkan	4.0
belo	1.0
nggak2	1.0
belm	1.0
pendahulunya	3.0
beli	198.0
wkekekekekek	1.0
menderang	1.0
aduhhhh	8.0
papua	27.0
repot	189.0
repor	1.0
ngumbar	2.0
disandangnya	1.0
disimpen	1.0
dijejelin	2.0
diguyur	1.0
repog	1.0
hoooook	1.0
kulitnya	15.0
ciiiih	2.0
beol	7.0
okut	1.0
alhamd	5.0
anatomi	2.0
papra	1.0
keagamaan	35.0
ocehanmu	2.0
beny	5.0
benz	1.0
okto	1.0
sxan	1.0
slesau	1.0
kowep	1.0
pnonton	1.0
benr	8.0
beno	1.0
puas2in	5.0
ditarok	2.0
slesai	11.0
ditaroh	1.0
teddy	1.0
okta	1.0
subianto	3.0
pahitnya	2.0
dipakw	1.0
lemahnya	1.0
asiikkk	1.0
kampungmu	1.0
terzolimin	1.0
ditarik	6.0
lucuuuuuuuu	1.0
radio	8.0
dipale	1.0
chatnya	5.0
tipis	20.0
beri	85.0
t0l0l	1.0
kower	2.0
takhayul	2.0
international	4.0
pmbicaraan	2.0
berb	1.0
kmudian	2.0
15jtan	1.0
terkak	1.0
terkai	1.0
trjdi	6.0
ddunia	1.0
dipake	56.0
disimpan	5.0
tanjaya	1.0
tnguuu	1.0
orangya	1.0
wlopun	1.0
radha	1.0
kericuhan	3.0
bejadnya	1.0
minotitas	1.0
nakamura	1.0
patonah	4.0
pmasyarakatan	1.0
penggeseran	1.0
best	85.0
tipuan2	2.0
tergabtung	1.0
beti	1.0
pemilik	20.0
bete	1.0
penghasutan	1.0
beta	2.0
pemilih	54.0
dominan	4.0
hahahahhha	1.0
bahkab	2.0
salfok	1.0
omtegangom	1.0
berx	1.0
bunting	3.0
mandul	12.0
bert	2.0
bahkan	140.0
diangka	1.0
bero	1.0
berp	1.0
mrmprrtahankan	1.0
puzzle	2.0
dagelannn	1.0
besi	15.0
diangkt	1.0
premuan	1.0
sentata	1.0
besa	1.0
suheng	2.0
mengesahkan	1.0
trina	1.0
trims	16.0
mukaaaaa	2.0
perangkaaaaah	1.0
motor2	2.0
kriminalisasi2	1.0
palunya	1.0
sudalah	3.0
gabakalan	2.0
masbroo	1.0
pejerja	1.0
bersemangat	6.0
mandor	2.0
rokhim	1.0
prabwo	1.0
betu	6.0
berdassrkan	1.0
demontrans	1.0
rijikkk	1.0
ckckxkck	1.0
beud	1.0
motong	3.0
motone	2.0
seirg	1.0
padahal	283.0
fret	1.0
galaxi	1.0
dipadamkan	1.0
meneladani	7.0
sudjewo	1.0
kolombia	1.0
fred	1.0
free	4.0
galaxy	1.0
assssiiiiik	1.0
ucapanya	4.0
umatmu	2.0
sangking	5.0
menaturalisasi	1.0
tangisan	3.0
beyeee	2.0
mandra	1.0
capresnya	2.0
pemerataan	1.0
penggantian	3.0
kontitusi	5.0
awalan	1.0
digambar	2.0
beye	370.0
umatku	4.0
kombinasi	1.0
carolene	1.0
beya	1.0
pemberian	9.0
wkkkkk	2.0
berkesan	3.0
taatilah	1.0
katakanlah	3.0
ditiongkok	1.0
keramiknya	1.0
orangny	1.0
tiori	2.0
pinggangnya	1.0
fris	1.0
motori	1.0
kalaunpunya	1.0
hahahahahhaaaa	1.0
friz	1.0
kulihat	1.0
expired	1.0
tembakau	2.0
mencegahnya	2.0
mencptakan	1.0
repotin	2.0
ruangannya	1.0
kiyayi	6.0
pkoknya	3.0
skali2	2.0
mnentukan	2.0
trima	39.0
tembakan	1.0
ddaerah	1.0
olah	36.0
kesumatmu	1.0
introspeksilah	1.0
dirugikan	11.0
pikuna	1.0
tangkorak	1.0
nahhhh	1.0
ngalahin2	1.0
polisiii	1.0
wkwkwwkwkw	1.0
polisiin	1.0
kdhnya	1.0
filing	1.0
kompetitornya	1.0
kampunhan	1.0
dropout	1.0
penggangguran	1.0
njengkang	1.0
olga	3.0
disinggung	5.0
papan	1.0
yeaaaccchhh	2.0
bertaring	1.0
diobrak	1.0
diobral	4.0
kwkwwwkk	1.0
ruyammmmm	1.0
jenglot	3.0
olen	1.0
sekutuny	1.0
keparaat	1.0
oleh	600.0
terjun	45.0
samanya	1.0
ikwan	1.0
mandir	5.0
didatengin	1.0
preeeeeeeetttttttt	1.0
oles	1.0
olih	1.0
keluar	208.0
syuukur	1.0
olie	2.0
krjain	1.0
arahnya	11.0
rerbaik	1.0
from	4.0
fron	3.0
ngetiknya	1.0
gebleek	6.0
pranowo	1.0
banggeetttttttt	1.0
terjon	1.0
puzzzz	1.0
pernyata	1.0
vicky	1.0
policik	1.0
ohokohokohok	1.0
oranggg	1.0
keagamana	2.0
faedah	1.0
racun	20.0
posisinya	4.0
preeeeettttt	3.0
koruptooooooorrr	1.0
sosialisasi	2.0
galauu	4.0
dipaketin	1.0
repat	1.0
mandeg	3.0
tuntaskan	1.0
henehehe	2.0
mandeb	1.0
nggawe	1.0
perorangnya	1.0
berhentikan	9.0
ngimpiiii	1.0
mandek	4.0
loment	1.0
peniistaan	1.0
pasri	1.0
oenista	1.0
past0	1.0
wkkwkwkwk	1.0
kpemimpinan	3.0
momok	3.0
bertenggernya	1.0
ollo	1.0
iyain	1.0
sngat	15.0
cibiran	1.0
olly	1.0
filiphine	1.0
setajir	1.0
patokanya	1.0
jngnkan	2.0
gafafah	1.0
srpertinya	1.0
penggoda	1.0
kongkalingkong	2.0
ahhhhhh	3.0
mengapresiasi	1.0
muehehehehe	1.0
resmi	54.0
olok	6.0
tegak	22.0
kemaluanya	1.0
tegar	13.0
semjk	1.0
tegas	196.0
bumbu2	3.0
betuuulll	3.0
amalilah	1.0
tisom	1.0
habiburmn	1.0
iyalh	1.0
musisi	4.0
mandau	4.0
rekening	15.0
mandat	3.0
mandan	1.0
mantappppppppp	2.0
bergaya	3.0
terhdp	3.0
naluri	4.0
ah8ker	2.0
chines	1.0
omongkosong	2.0
trilyun2	2.0
jutaan	59.0
article	1.0
commentnya	3.0
menyelematkan	1.0
kangeeen	1.0
olor	2.0
keserahkahan	1.0
pradipta	1.0
bibit2	5.0
semen	7.0
melontarkan	4.0
koslet	3.0
dibetulin	1.0
mikiiiirrr	1.0
paste	4.0
penguasaan	2.0
pasti	2025.0
striker	3.0
melambaikan	1.0
adeeem	2.0
jpang	1.0
diceramahin	1.0
amnah	1.0
pteeet	1.0
melejit	1.0
hoaaaeeeekkk	1.0
damian	13.0
maksutnya	4.0
ahokher	1.0
semga	3.0
bergaul	4.0
surahman	2.0
sekolahnya	8.0
dihutan	5.0
drwasa	1.0
benyamin	1.0
dicinta	3.0
number	4.0
hadiahkan	1.0
fahriii	1.0
suyuti	1.0
payahhh	1.0
keroook	1.0
sempt	1.0
pemecah	77.0
syar	1.0
lageee	4.0
syam	2.0
p3lacur	1.0
sepakati	1.0
sngja	3.0
aaaaahhhh	1.0
miloti	1.0
mancing2	4.0
syaa	3.0
urgen	2.0
kritwrianya	1.0
pmbela	5.0
syah	6.0
syaf	2.0
ajeeeee	1.0
tingkatannya	1.0
dompleng	3.0
hotttt	1.0
sekilo	2.0
restu	18.0
hablummina	1.0
dipegangin	2.0
tidaklah	4.0
resto	1.0
sanjaya	1.0
panlima	1.0
terpinggir	1.0
dibayamgkan	1.0
guaaa	1.0
bangkrut	13.0
situasih	1.0
pegalaman	1.0
laksamana	1.0
durasi	4.0
payahmu	1.0
rarkya	1.0
hadeeeccchhhh	1.0
andrianto	1.0
antikorupsi	1.0
hanura	6.0
timang	1.0
musium	1.0
penberita	1.0
umaroh	1.0
wkwkwkkwwkwk	1.0
syel	1.0
dustu	1.0
dikhianati	4.0
tagasnya	1.0
syeh	1.0
mkanx	1.0
kasihaaaan	1.0
saaan	1.0
kecanggihan	1.0
ngebentur2in	1.0
lunggana	1.0
syia	3.0
hiraukan	7.0
snggt	1.0
zoonnkkkk	1.0
dugaanya	1.0
teges	2.0
dikubu	1.0
universal	3.0
bolehkan	4.0
semoa	4.0
semog	3.0
herwanto	1.0
iyaya	2.0
alternatif	1.0
sangsinya	1.0
kempong	1.0
selvi	8.0
ygkompak	1.0
msykt	2.0
padagal	1.0
pasar	32.0
kentut2	1.0
bakarnya	1.0
bergama	1.0
kebhineka	1.0
dibandingan	1.0
cikcikcik	1.0
pasak	1.0
pasal	57.0
pasan	4.0
mewujutkan	2.0
nyanyi2	5.0
selvy	6.0
koyor	1.0
ehhhh	3.0
negoro	3.0
koyok	9.0
amnst	1.0
tengtong	1.0
koyol	1.0
memnentukan	1.0
penjarakaan	1.0
deyure	1.0
samsat2	1.0
pendamping	3.0
terkontrol	1.0
popular	2.0
munsfiiik	1.0
bnarkan	1.0
jernihkan	1.0
sekjen	9.0
myncul	1.0
jengking	1.0
memilh	2.0
memili	3.0
samsara	1.0
himbao	1.0
fahrier	1.0
ooohhhh	3.0
galeer	1.0
hahahahaaaa	14.0
pasek	12.0
tedjosukmono	1.0
pengendara	3.0
bettuullll	1.0
nadanya	3.0
syng	2.0
trkhir	1.0
mendapatpesan2	2.0
resah	51.0
omah	1.0
bebasnya	1.0
everywhere	1.0
kresek	1.0
parties	1.0
hueeekkkkkkkk	1.0
wkwkwkwkwkwkkwkkwkwkwkkwk	1.0
momen	6.0
munkinkan	1.0
ngkong	3.0
penonton	26.0
muda2an	2.0
memamfaatkan	1.0
ngetwit	2.0
warteg2	1.0
keganasan	1.0
muammpuusss	1.0
siyap	2.0
terhentak	1.0
nicolaus	1.0
pasca	1.0
klosed	1.0
pnjarakn	1.0
omdo	13.0
momed	1.0
gambaran	2.0
mengiming2in	1.0
diawali	1.0
seluj	1.0
dekatan	1.0
syok	8.0
permasalahin	1.0
gencatan	1.0
mahmudi	2.0
dsumpah	3.0
dsumpal	1.0
nyadapin	1.0
ccatny	1.0
merengek2	1.0
iyaaa	7.0
perawinya	1.0
pasir	20.0
diladenin	5.0
cicilan	4.0
pelaporan	2.0
yeeeeeees	1.0
huahahaaaaaaa	1.0
setajam	2.0
prosesmya	1.0
maaantaaaap	1.0
plissss	1.0
resek	32.0
kecerdasannya	3.0
reseh	9.0
reset	1.0
reseq	1.0
remphuk	1.0
resep	2.0
ngelempar	1.0
bommiing	1.0
menikah	17.0
memenuhi	16.0
angpao	6.0
jetauan	1.0
angpaw	1.0
semat	2.0
semau	20.0
bodigarnya	1.0
seman	1.0
angpau	4.0
dekatdi	1.0
cikckck	1.0
sralaya	2.0
china2	8.0
disejahtetahkan	1.0
memicu	2.0
sembh	1.0
pasif	2.0
silinder	1.0
ajaranmya	1.0
capslock	1.0
sidoarjo	2.0
stunya	1.0
berita2nya	1.0
549161	175.0
bget	9.0
sutiyoso	1.0
n1sta	4.0
